TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Channel,CustomerOccupation,Cluster
214.54,70.0,247.0,1.0,11151.53,Doctor,Retired,Doctor,0
598.81,57.0,158.0,1.0,1415.52,Engineer,Engineer,Doctor,1
841.28,26.0,80.0,1.0,1103.6400000000008,Engineer,Retired,Student,2
38.14999999999998,26.0,108.0,1.0,303.6800000000003,Engineer,Retired,Student,2
1036.66,58.0,144.0,1.0,5541.57,Engineer,Engineer,Doctor,1
124.72,33.0,105.0,1.0,6309.8,Engineer,Engineer,Engineer,0
302.45,78.0,40.000000000000014,1.0,5133.61,Doctor,Engineer,Retired,1
208.04,47.0,273.0,1.0,9344.98,Engineer,Retired,Engineer,0
5.769999999999982,23.0,254.0,1.0,1117.9700000000003,Doctor,Engineer,Student,2
381.33,56.0,75.0,1.0,11835.35,Engineer,Doctor,Doctor,0
16.160000000000025,50.0,124.0,1.0,14401.17,Engineer,Doctor,Doctor,0
486.08,18.0,68.0,1.0,1748.69,Engineer,Retired,Student,2
336.39,21.0,18.0,1.0,1000.46,Engineer,Engineer,Student,2
997.4300000000001,69.0,118.0,1.0,6810.05,Engineer,Retired,Doctor,1
234.57,23.0,120.0,1.0,263.97999999999956,Engineer,Retired,Student,2
6.0,30.0,246.0,1.0,5442.76,Engineer,Retired,Doctor,2
1049.92,80.0,20.999999999999986,1.0,2037.85,Engineer,Doctor,Retired,1
227.14,18.0,294.0,1.0,341.9399999999996,Engineer,Doctor,Student,2
233.74,66.0,17.0,1.0,1066.5900000000001,Doctor,Retired,Retired,1
113.01999999999998,69.0,166.0,1.0,6077.96,Doctor,Engineer,Retired,1
45.849999999999994,20.0,92.0,1.0,1659.15,Engineer,Doctor,Student,2
973.3900000000001,77.0,296.0,1.0,2042.2200000000003,Engineer,Engineer,Retired,1
514.95,41.0,142.0,5.0,421.9300000000003,Engineer,Retired,Doctor,2
415.5,66.0,141.0,1.0,10113.66,Engineer,Doctor,Doctor,0
265.76,54.0,92.0,1.0,4446.17,Engineer,Retired,Retired,1
69.4,80.0,113.0,1.0,6452.77,Engineer,Retired,Retired,1
332.93,35.0,293.0,1.0,2788.2,Doctor,Engineer,Engineer,2
267.9,20.0,160.0,1.0,596.1599999999999,Engineer,Retired,Student,2
496.03,61.0,265.0,1.0,12904.66,Engineer,Engineer,Doctor,0
376.26,37.0,245.0,1.0,9062.4,Engineer,Doctor,Engineer,0
83.01999999999998,36.0,171.0,1.0,9009.56,Doctor,Retired,Engineer,0
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,Doctor,Retired,Student,2
803.37,68.0,129.0,1.0,12168.37,Doctor,Engineer,Doctor,0
35.75999999999999,23.0,122.0,1.0,611.8599999999997,Engineer,Engineer,Student,2
28.53000000000003,62.0,99.0,1.0,8670.53,Engineer,Retired,Doctor,0
139.53,53.0,177.0,1.0,10098.86,Doctor,Retired,Doctor,0
307.57,33.0,285.0,1.0,5307.74,Engineer,Engineer,Doctor,2
60.650000000000006,56.0,53.0,1.0,1047.2799999999993,Doctor,Engineer,Retired,1
74.86000000000001,70.0,125.0,1.0,6921.48,Engineer,Engineer,Doctor,1
117.97,51.0,137.0,1.0,1475.46,Engineer,Engineer,Retired,1
231.91,34.0,165.0,1.0,112.76000000000022,Engineer,Doctor,Engineer,2
126.20999999999998,75.0,268.0,1.0,5669.66,Engineer,Engineer,Retired,1
506.28,53.0,162.0,2.0,1309.9499999999998,Doctor,Retired,Retired,1
304.35,31.0,36.0,1.0,4057.1,Engineer,Engineer,Engineer,2
281.85,22.0,109.0,1.0,1585.98,Engineer,Doctor,Student,2
777.88,31.0,17.0,1.0,6825.55,Engineer,Engineer,Engineer,0
119.18,56.0,96.0,1.0,5516.5,Engineer,Engineer,Retired,1
177.19,76.0,43.0,1.0,5343.3,Engineer,Retired,Retired,1
260.88,22.0,36.0,1.0,903.0500000000002,Engineer,Engineer,Student,2
169.47,24.0,19.0,1.0,1806.1599999999999,Engineer,Retired,Student,2
73.23000000000002,26.0,14.0,1.0,787.7399999999998,Engineer,Engineer,Student,2
1362.55,29.0,106.0,1.0,2429.68,Engineer,Doctor,Engineer,2
792.57,19.0,164.0,1.0,770.3699999999999,Engineer,Doctor,Student,2
237.06,71.0,46.0,1.0,1182.7700000000004,Engineer,Retired,Retired,1
34.170000000000016,54.0,54.0,1.0,726.5500000000002,Doctor,Retired,Engineer,1
740.25,41.0,123.0,1.0,14464.3,Engineer,Retired,Doctor,0
453.54,58.0,82.0,1.0,12046.3,Engineer,Doctor,Doctor,0
300.47,73.0,100.0,1.0,7885.64,Engineer,Engineer,Retired,1
110.92999999999998,19.0,201.0,1.0,1952.35,Doctor,Engineer,Student,2
201.69,59.0,299.0,1.0,7328.52,Engineer,Doctor,Doctor,1
399.21,59.0,109.0,1.0,3210.39,Engineer,Doctor,Engineer,1
1041.88,78.0,57.0,1.0,5726.2,Engineer,Retired,Retired,1
630.36,62.0,52.0,1.0,1363.65,Engineer,Doctor,Retired,1
10.939999999999998,60.0,245.0,1.0,1241.9899999999998,Doctor,Doctor,Engineer,1
215.9,38.0,235.0,1.0,7873.28,Engineer,Doctor,Doctor,0
1422.55,79.0,165.0,1.0,5674.32,Engineer,Engineer,Retired,1
226.37,49.0,141.0,1.0,9840.04,Doctor,Engineer,Doctor,0
444.89,43.0,101.0,1.0,10328.23,Doctor,Engineer,Doctor,0
280.57,25.0,24.0,1.0,293.2399999999998,Doctor,Retired,Student,2
488.54,52.0,132.0,1.0,7486.63,Engineer,Engineer,Engineer,0
3.3000000000000114,50.0,131.0,1.0,11385.37,Doctor,Engineer,Doctor,0
199.39,69.0,165.0,1.0,7264.79,Engineer,Engineer,Retired,1
20.360000000000014,62.0,75.0,1.0,2762.48,Engineer,Engineer,Retired,1
113.63999999999999,62.0,32.0,1.0,6675.03,Engineer,Retired,Retired,1
493.11,53.0,236.0,1.0,7432.99,Engineer,Engineer,Retired,0
307.41,19.0,14.0,1.0,1057.0000000000005,Engineer,Doctor,Student,2
11.180000000000007,43.0,161.0,1.0,5956.89,Engineer,Retired,Doctor,0
313.82,59.0,151.0,1.0,7261.59,Engineer,Engineer,Engineer,1
51.0,64.0,107.0,1.0,4943.16,Engineer,Engineer,Retired,1
140.98,60.0,100.0,1.0,8127.48,Engineer,Engineer,Engineer,0
288.04,68.0,63.0,1.0,1748.02,Engineer,Doctor,Retired,1
800.55,31.0,108.0,1.0,9660.22,Engineer,Doctor,Engineer,0
485.54,46.0,143.0,1.0,6371.51,Engineer,Doctor,Engineer,0
521.15,54.0,214.0,1.0,9442.47,Engineer,Doctor,Doctor,0
321.79,63.0,61.0,1.0,5959.2,Doctor,Doctor,Retired,1
304.93,65.0,158.0,1.0,13531.22,Engineer,Doctor,Doctor,0
432.08,40.0,145.0,1.0,11500.62,Engineer,Doctor,Doctor,0
694.2,61.0,72.0,1.0,1389.37,Engineer,Doctor,Retired,1
116.86000000000001,55.0,171.0,1.0,6706.56,Engineer,Doctor,Engineer,1
386.81,57.0,149.0,1.0,7175.29,Doctor,Retired,Doctor,1
74.88,25.0,202.0,1.0,420.6700000000001,Engineer,Doctor,Student,2
195.76,75.0,99.0,1.0,7323.53,Engineer,Engineer,Retired,1
134.7,50.0,106.0,1.0,8395.85,Engineer,Doctor,Doctor,0
890.24,33.0,161.0,1.0,5140.93,Doctor,Retired,Engineer,2
361.27,63.0,180.0,1.0,7945.57,Engineer,Doctor,Doctor,1
131.56,44.0,42.0,1.0,5873.54,Engineer,Engineer,Doctor,0
485.51,76.0,37.0,1.0,3074.45,Doctor,Retired,Retired,1
547.87,64.0,131.0,1.0,6155.76,Engineer,Doctor,Retired,1
457.29999999999995,28.0,15.0,1.0,8318.29,Engineer,Retired,Engineer,0
506.24,58.0,64.0,1.0,230.09000000000015,Engineer,Doctor,Engineer,1
486.59,57.0,119.0,1.0,2513.56,Engineer,Engineer,Retired,1
163.68,41.0,292.0,1.0,10090.05,Engineer,Engineer,Doctor,0
581.65,22.0,176.0,1.0,480.1899999999996,Engineer,Doctor,Student,2
52.00999999999999,48.0,85.0,1.0,1120.88,Engineer,Doctor,Doctor,1
630.24,21.0,62.0,1.0,370.8100000000004,Engineer,Doctor,Student,2
523.74,43.0,159.0,1.0,13498.55,Engineer,Doctor,Doctor,0
705.6,40.0,124.0,3.0,14804.7,Engineer,Engineer,Doctor,0
217.5,46.0,35.0,1.0,3057.4,Doctor,Engineer,Engineer,1
91.48000000000002,51.0,141.0,1.0,14942.78,Engineer,Doctor,Doctor,0
5.25,39.0,49.0,1.0,14143.32,Engineer,Doctor,Doctor,0
54.03,56.0,161.0,1.0,6736.3,Doctor,Doctor,Retired,1
736.73,48.0,10.0,1.0,3313.07,Engineer,Engineer,Engineer,1
368.91,54.0,14.0,1.0,829.71,Engineer,Engineer,Doctor,1
33.06,53.0,170.0,1.0,1540.87,Doctor,Retired,Retired,1
66.5,32.0,144.0,1.0,6820.23,Doctor,Retired,Engineer,0
177.08,35.0,85.0,1.0,13475.14,Engineer,Retired,Doctor,0
588.54,32.0,130.0,1.0,714.4499999999998,Engineer,Engineer,Engineer,2
173.5,21.0,282.0,1.0,1306.9099999999999,Engineer,Doctor,Student,2
78.32999999999996,56.0,189.0,1.0,7255.33,Doctor,Retired,Engineer,1
40.660000000000025,59.0,156.0,1.0,1153.8400000000006,Engineer,Engineer,Retired,1
97.22,77.0,55.0,1.0,6647.73,Doctor,Engineer,Retired,1
34.06999999999999,22.0,81.0,1.0,8709.77,Engineer,Engineer,Student,0
492.06,23.0,74.0,1.0,857.8999999999996,Engineer,Retired,Student,2
842.01,53.0,185.0,1.0,509.4499999999998,Doctor,Retired,Doctor,1
73.55000000000001,51.0,158.0,1.0,2812.06,Engineer,Doctor,Engineer,1
760.53,57.0,118.0,1.0,6179.91,Engineer,Retired,Engineer,1
273.08,26.0,134.0,1.0,6609.3,Doctor,Engineer,Engineer,2
371.69,67.0,143.0,1.0,3484.32,Engineer,Engineer,Retired,1
218.96,18.0,13.000000000000014,1.0,754.21,Engineer,Doctor,Student,2
227.39,18.0,65.0,1.0,751.0900000000001,Engineer,Retired,Student,2
237.99,39.0,86.0,1.0,8510.09,Doctor,Engineer,Doctor,0
186.6,58.0,13.000000000000014,1.0,1508.7200000000003,Engineer,Retired,Doctor,1
341.15,18.0,148.0,1.0,511.3699999999999,Engineer,Retired,Student,2
434.58,59.0,215.0,1.0,12648.32,Engineer,Doctor,Doctor,0
312.88,54.0,44.0,1.0,233.21000000000004,Doctor,Engineer,Engineer,1
75.15,23.0,154.0,1.0,1092.92,Engineer,Doctor,Student,2
23.30000000000001,59.0,161.0,1.0,6711.15,Engineer,Doctor,Engineer,1
47.379999999999995,25.0,61.0,1.0,459.3699999999999,Doctor,Retired,Student,2
512.81,79.0,30.0,1.0,6994.34,Engineer,Engineer,Retired,1
488.15,43.0,168.0,1.0,7071.09,Engineer,Engineer,Engineer,0
12.819999999999993,44.0,156.0,1.0,9045.19,Engineer,Doctor,Engineer,0
66.9,79.0,129.0,4.0,5238.71,Doctor,Retired,Retired,1
535.91,43.0,22.0,1.0,9642.12,Engineer,Retired,Engineer,0
270.72,26.0,53.0,1.0,6263.96,Doctor,Retired,Engineer,2
97.98000000000002,72.0,18.0,1.0,7460.33,Engineer,Engineer,Retired,1
196.08,61.0,98.0,1.0,4233.82,Engineer,Retired,Retired,1
251.18,42.0,246.0,1.0,8303.9,Engineer,Doctor,Engineer,0
44.52000000000004,28.0,205.0,1.0,314.27999999999975,Engineer,Retired,Student,2
178.87,35.0,180.0,1.0,5241.23,Engineer,Retired,Doctor,2
1176.28,54.0,174.0,5.0,323.6899999999996,Doctor,Doctor,Engineer,1
386.68,46.0,128.0,1.0,6863.06,Engineer,Engineer,Doctor,0
167.14,76.0,20.0,1.0,3877.73,Engineer,Retired,Retired,1
345.22,69.0,253.0,1.0,4046.58,Engineer,Engineer,Retired,1
74.85,72.0,117.0,1.0,2409.73,Engineer,Doctor,Retired,1
671.73,58.0,54.0,1.0,5211.88,Engineer,Engineer,Engineer,1
255.04,45.0,152.0,1.0,6217.86,Engineer,Doctor,Engineer,0
45.77000000000001,25.0,109.0,1.0,5978.12,Engineer,Retired,Student,2
329.69,26.0,66.0,1.0,1671.6599999999999,Doctor,Retired,Student,2
362.04,58.0,198.0,2.0,8421.88,Doctor,Engineer,Doctor,0
11.920000000000016,53.0,52.0,1.0,14611.9,Engineer,Engineer,Doctor,0
47.41999999999999,64.0,28.0,1.0,8253.52,Engineer,Doctor,Doctor,1
35.99000000000001,63.0,129.0,1.0,4489.79,Engineer,Engineer,Retired,1
151.19,37.0,96.0,1.0,11903.82,Doctor,Engineer,Doctor,0
242.62,22.0,234.0,1.0,483.02000000000044,Doctor,Retired,Student,2
48.72,21.0,17.0,1.0,816.0799999999999,Engineer,Engineer,Student,2
43.46000000000001,25.0,80.0,1.0,578.0599999999995,Engineer,Doctor,Student,2
1036.2099999999998,25.0,126.0,1.0,477.3000000000002,Engineer,Retired,Student,2
443.78999999999996,53.0,87.0,1.0,3133.8499999999995,Engineer,Doctor,Retired,1
365.14,68.0,57.0,1.0,5894.09,Engineer,Retired,Retired,1
757.41,22.0,37.0,1.0,9532.42,Engineer,Doctor,Student,0
20.54000000000002,51.0,72.0,1.0,5327.03,Engineer,Engineer,Engineer,1
475.36,34.0,105.0,1.0,2000.6,Engineer,Doctor,Engineer,2
34.74000000000001,56.0,24.0,1.0,6827.57,Engineer,Doctor,Retired,1
689.54,27.0,93.0,1.0,1633.7600000000002,Engineer,Engineer,Student,2
211.18,73.0,90.0,1.0,4069.17,Engineer,Doctor,Retired,1
211.36,51.0,286.0,1.0,7943.47,Doctor,Engineer,Engineer,0
744.41,39.0,107.0,1.0,8842.47,Doctor,Retired,Engineer,0
61.43000000000001,24.0,170.0,1.0,1882.77,Engineer,Retired,Student,2
167.44,37.0,82.0,1.0,12526.71,Engineer,Engineer,Doctor,0
361.46,21.0,83.0,1.0,4737.84,Engineer,Retired,Student,2
378.85,78.0,126.0,1.0,2300.53,Engineer,Engineer,Retired,1
241.11,30.0,55.0,1.0,12385.05,Engineer,Engineer,Doctor,0
131.93,31.0,13.000000000000014,1.0,4547.06,Doctor,Engineer,Engineer,2
20.28000000000003,36.0,213.0,1.0,2047.83,Engineer,Retired,Engineer,2
415.88,70.0,170.0,1.0,10008.33,Engineer,Engineer,Doctor,0
49.99000000000001,62.0,139.0,1.0,2299.64,Engineer,Doctor,Retired,1
1221.65,27.0,153.0,1.0,243.92000000000007,Engineer,Retired,Student,2
100.66,50.0,144.0,1.0,14473.33,Engineer,Engineer,Doctor,0
485.54,19.0,148.0,1.0,1533.3199999999997,Engineer,Retired,Student,2
321.15,46.0,179.0,1.0,7005.05,Engineer,Engineer,Doctor,0
711.3,21.0,51.0,1.0,955.3999999999996,Engineer,Engineer,Student,2
12.230000000000018,42.0,139.0,1.0,7844.88,Engineer,Doctor,Engineer,0
350.94,20.0,64.0,1.0,221.5600000000004,Engineer,Doctor,Student,2
301.85,54.0,25.0,1.0,6586.19,Engineer,Retired,Engineer,1
29.339999999999975,65.0,30.0,1.0,3944.82,Engineer,Retired,Retired,1
231.71,27.0,148.0,1.0,1127.98,Engineer,Engineer,Student,2
179.43,58.0,244.0,1.0,2626.63,Engineer,Doctor,Retired,1
36.70999999999998,48.0,55.0,1.0,6459.38,Engineer,Engineer,Doctor,0
138.12,53.0,281.0,1.0,1649.69,Doctor,Engineer,Doctor,1
233.24,33.0,72.0,1.0,6939.23,Engineer,Doctor,Engineer,0
609.14,39.0,177.0,1.0,9033.87,Engineer,Doctor,Engineer,0
436.64,31.0,111.0,1.0,14365.18,Engineer,Engineer,Doctor,0
870.4300000000001,29.0,55.0,1.0,10115.18,Engineer,Engineer,Doctor,0
354.4,74.0,128.0,1.0,7358.65,Engineer,Doctor,Retired,1
22.629999999999995,53.0,112.0,1.0,4438.03,Engineer,Retired,Engineer,1
182.19,26.0,53.0,1.0,1176.1,Engineer,Engineer,Student,2
126.81,26.0,290.0,1.0,5427.98,Engineer,Engineer,Engineer,2
288.17,37.0,50.0,1.0,3653.11,Engineer,Retired,Engineer,2
118.76999999999995,55.0,123.0,1.0,2104.82,Engineer,Engineer,Engineer,1
651.82,21.0,166.0,1.0,1802.77,Engineer,Doctor,Student,2
66.65000000000003,37.0,33.0,1.0,3559.96,Engineer,Doctor,Engineer,2
98.53,69.0,166.0,1.0,3564.8,Engineer,Engineer,Retired,1
138.94999999999996,71.0,30.0,1.0,6752.92,Engineer,Retired,Retired,1
33.889999999999986,26.0,177.0,1.0,1444.75,Engineer,Engineer,Student,2
23.70999999999998,58.0,164.0,1.0,10788.89,Engineer,Engineer,Doctor,0
1830.0,55.0,238.0,1.0,2235.7,Engineer,Retired,Engineer,1
26.060000000000002,65.0,283.0,1.0,12893.63,Engineer,Doctor,Doctor,0
17.069999999999993,27.0,44.0,1.0,2798.15,Engineer,Engineer,Engineer,2
703.89,46.0,62.0,1.0,3583.67,Engineer,Retired,Engineer,1
1271.9,47.0,155.0,1.0,2120.8,Engineer,Doctor,Engineer,1
26.55000000000001,77.0,228.0,1.0,3085.38,Engineer,Doctor,Retired,1
147.4,42.0,259.0,1.0,6797.71,Engineer,Engineer,Engineer,0
202.11,27.0,18.0,1.0,746.4700000000003,Engineer,Doctor,Student,2
308.42,75.0,39.0,1.0,5427.81,Engineer,Engineer,Retired,1
11.180000000000007,53.0,144.0,1.0,7467.3,Engineer,Doctor,Engineer,0
294.15,38.0,136.0,1.0,6362.16,Engineer,Retired,Engineer,0
29.579999999999984,54.0,121.0,1.0,8345.26,Engineer,Engineer,Engineer,0
139.45,27.0,31.0,1.0,1305.7600000000002,Engineer,Retired,Student,2
432.63,29.0,137.0,1.0,13648.36,Engineer,Doctor,Doctor,0
131.43,43.0,65.0,1.0,1337.5,Engineer,Retired,Doctor,2
516.72,42.0,128.0,1.0,2015.69,Engineer,Doctor,Engineer,2
